10000 10
7400 50 152
23406 3756 2083
28799 4240 169
35852 4056 1811
37977 8087 229
38807 2556 1483
44000 8810 53
52573 268 1825
54119 445 443
63919 5312 752
3804 23406 1633 7197
3805 38807 1214 6855
3806 23406 1897 8391
3807 52573 400 4470
3808 38807 1480 6460
3809 0 0 0
3810 23406 2016 7693
3811 52573 1800 9872
3812 52573 1107 52
3813 0 0 0
3814 38807 756 1816
3815 52573 1516 5088
3816 38807 380 8008
3817 23406 940 3818
3818 23406 941 3819
3819 23406 942 3820
3820 23406 943 6671
3821 52573 1508 2810
3822 23406 1581 3823
3823 23406 1582 8335
3824 52573 879 3238
3825 23406 323 3826
3826 23406 324 3827
3827 23406 325 3572
3828 38807 424 1011
3829 23406 1962 1701
3830 52573 512 6492
3831 0 0 0
3832 38807 328 7456
3833 35852 750 3834
3834 35852 751 3835
3835 35852 752 3836
3836 35852 753 3837
3837 35852 754 3838
3838 35852 755 3839
3839 35852 756 3840
3840 35852 757 3841
3841 35852 758 7950
3842 52573 1138 1328
3843 0 0 0
3844 38807 752 8556
3845 0 0 0
3846 38807 34 6475
3847 23406 1766 8773
3848 52573 35 610
3849 23406 1655 9274
3850 23406 296 3851
3851 23406 297 7548
3852 35852 346 3853
3853 35852 347 3854
3854 35852 348 3855
3855 35852 349 3856
3856 35852 350 3857
3857 35852 351 9858
3858 52573 1384 9834
3859 23406 1601 2789
3860 23406 1447 3861
3861 23406 1448 7010
3862 54119 147 3863
3863 54119 148 3864
3864 54119 149 3865
3865 54119 150 3866
3866 54119 151 3867
3867 54119 152 3868
3868 54119 153 3869
3869 54119 154 3870
3870 54119 155 3871
3871 54119 156 3872
3872 54119 157 3873
3873 54119 158 3874
3874 54119 159 3875
3875 54119 160 3876
3876 54119 161 3877
3877 54119 162 7580
3878 52573 1581 2893
3879 0 0 0
3880 38807 234 2484
3881 0 0 0
3882 52573 1362 3787
3883 23406 1395 3884
3884 23406 1396 226
3885 52573 1738 9357
3886 38807 658 7662
3887 0 0 0
3888 52573 639 7733
3889 23406 1645 2273
3890 35852 1318 3891
3891 35852 1319 3892
3892 35852 1320 3893
3893 35852 1321 3894
3894 35852 1322 3895
3895 35852 1323 6257
3896 52573 1224 7232
3897 0 0 0
3898 38807 784 7880
3899 38807 256 8448
3900 38807 1387 9041
3901 23406 1936 2901
3902 52573 50 4146
3903 52573 819 4814
3904 0 0 0
3905 38807 831 7204
3906 52573 1463 6799
3907 23406 1924 3773
3908 38807 837 148
3909 0 0 0
3910 38807 1241 3237
3911 38807 433 1309
3912 52573 162 3390
3913 23406 1192 3914
3914 23406 1193 3915
3915 23406 1194 9302
3916 52573 1564 4764
3917 0 0 0
3918 38807 899 6726
3919 0 0 0
3920 38807 421 3282
3921 23406 1624 4473
3922 52573 730 6690
3923 23406 964 3924
3924 23406 965 1375
3925 52573 1629 9598
3926 52573 1445 7764
3927 35852 139 3928
3928 35852 140 3929
3929 35852 141 3930
3930 35852 142 3931
3931 35852 143 3932
3932 35852 144 3933
3933 35852 145 3934
3934 35852 146 3935
3935 35852 147 3936
3936 35852 148 3937
3937 35852 149 1912
3938 52573 674 160
3939 38807 1227 1958
3940 52573 1752 358
3941 38807 1023 56
3942 38807 398 922
3943 23406 868 3944
3944 23406 869 3945
3945 23406 870 9773
3946 38807 565 4576
3947 0 0 0
3948 38807 621 1507
3949 23406 1659 3950
3950 23406 1660 7868
3951 52573 1020 6221
3952 23406 112 3953
3953 23406 113 3954
3954 23406 114 985
3955 38807 16 6352
3956 23406 1110 3957
3957 23406 1111 7818
3958 35852 1355 3959
3959 35852 1356 3960
3960 35852 1357 3961
3961 35852 1358 3962
3962 35852 1359 3963
3963 35852 1360 3964
3964 35852 1361 3965
3965 35852 1362 397
3966 52573 442 3260
3967 38807 961 6714
3968 38807 1199 8889
3969 0 0 0
3970 52573 882 9320
3971 23406 709 3972
3972 23406 710 3973
3973 23406 711 6955
3974 23406 221 3975
3975 23406 222 3976
3976 23406 223 3977
3977 23406 224 7885
3978 38807 993 2259
3979 38807 1166 6356
3980 23406 1145 3981
3981 23406 1146 9117
3982 38807 1320 6906
3983 52573 1239 6802
3984 38807 502 7916
3985 23406 1186 3986
3986 23406 1187 6661
3987 52573 542 1482
3988 52573 1322 3723
3989 52573 1813 9710
3990 38807 537 229
3991 0 0 0
3992 52573 487 4185
3993 0 0 0
3994 52573 176 7654
3995 23406 1721 3564
3996 38807 145 239
3997 52573 24 3254
3998 0 0 0
3999 52573 1774 8442
4000 52573 623 4081
4001 0 0 0
4002 38807 1290 7475
4003 0 0 0
4004 52573 18 9212
4005 23406 1845 4703
4006 52573 895 9196
4007 0 0 0
4008 52573 987 6704
4009 7400 59 4598
4010 52573 358 2849
4011 7400 108 3369
4012 23406 1485 4013
4013 23406 1486 8371
4014 44000 14 753
4015 38807 1459 7437
4016 52573 282 9214
4017 7400 45 1494
4018 23406 1306 4019
4019 23406 1307 4421
4020 44000 6 7454
4021 23406 1981 9282
4022 38807 409 8855
4023 35852 1550 4024
4024 35852 1551 4025
4025 35852 1552 4026
4026 35852 1553 4027
4027 35852 1554 4028
4028 35852 1555 4029
4029 35852 1556 4030
4030 35852 1557 4031
4031 35852 1558 4032
4032 35852 1559 4033
4033 35852 1560 4034
4034 35852 1561 4035
4035 35852 1562 7279
4036 7400 123 9819
4037 38807 308 980
4038 38807 1001 7145
4039 0 0 0
4040 52573 813 2996
4041 0 0 0
4042 52573 64 9548
4043 0 0 0
4044 52573 43 432
4045 0 0 0
4046 23406 432 4047
4047 23406 433 4048
4048 23406 434 1561
4049 52573 768 3663
4050 38807 936 6380
4051 0 0 0
4052 52573 1034 712
4053 0 0 0
4054 38807 1184 9472
4055 38807 652 7567
4056 35852 1 4057
4057 35852 2 4058
4058 35852 3 4059
4059 35852 4 4060
4060 35852 5 4061
4061 35852 6 4062
4062 35852 7 4063
4063 35852 8 8462
4064 52573 960 1218
4065 52573 1386 4406
4066 52573 230 1684
4067 23406 1378 4068
4068 23406 1379 3158
4069 23406 481 4070
4070 23406 482 4071
4071 23406 483 9531
4072 52573 972 8030
4073 38807 1232 1753
4074 35852 1746 4075
4075 35852 1747 4076
4076 35852 1748 4077
4077 35852 1749 4078
4078 35852 1750 4079
4079 35852 1751 4080
4080 35852 1752 9645
4081 52573 624 1005
4082 7400 149 460
4083 23406 1995 4084
4084 23406 1996 2627
4085 38807 1045 3730
4086 23406 1530 4087
4087 23406 1531 6751
4088 38807 391 9467
4089 0 0 0
4090 52573 852 647
4091 23406 1800 4157
4092 38807 591 1053
4093 52573 1715 2554
4094 23406 1284 4095
4095 23406 1285 7618
4096 52573 572 1681
4097 38807 922 3604
4098 7400 94 2946
4099 52573 1466 6416
4100 23406 1592 8886
4101 52573 1335 768
4102 52573 874 7364
4103 0 0 0
4104 52573 1810 1468
4105 38807 1380 7537
4106 38807 643 805
4107 0 0 0
4108 7400 79 8816
4109 0 0 0
4110 23406 722 4111
4111 23406 723 1470
4112 52573 1821 3348
4113 23406 1915 6215
4114 38807 1013 2543
4115 38807 1074 1418
4116 52573 1435 7596
4117 38807 807 9578
4118 52573 1091 6214
4119 0 0 0
4120 38807 877 3353
4121 0 0 0
4122 38807 815 420
4123 52573 923 3430
4124 23406 545 4125
4125 23406 546 6176
4126 35852 1123 4127
4127 35852 1124 4128
4128 35852 1125 4129
4129 35852 1126 4130
4130 35852 1127 4131
4131 35852 1128 4132
4132 35852 1129 4133
4133 35852 1130 4134
4134 35852 1131 4135
4135 35852 1132 4136
4136 35852 1133 4137
4137 35852 1134 9123
4138 52573 767 4049
4139 0 0 0
4140 35852 976 4141
4141 35852 977 4142
4142 35852 978 4143
4143 35852 979 8072
4144 52573 463 7661
4145 0 0 0
4146 52573 51 9316
4147 35852 1390 4148
4148 35852 1391 4149
4149 35852 1392 4150
4150 35852 1393 4151
4151 35852 1394 1824
4152 52573 1662 9626
4153 0 0 0
4154 38807 201 9524
4155 38807 954 1818
4156 38807 978 4846
4157 23406 1801 7617
4158 52573 1708 49
4159 0 0 0
4160 23406 294 4161
4161 23406 295 3850
4162 38807 641 1478
4163 0 0 0
4164 35852 1496 4165
4165 35852 1497 4166
4166 35852 1498 4167
4167 35852 1499 4168
4168 35852 1500 4169
4169 35852 1501 4170
4170 35852 1502 4171
4171 35852 1503 4172
4172 35852 1504 4173
4173 35852 1505 4174
4174 35852 1506 4175
4175 35852 1507 6146
4176 52573 1589 942
4177 23406 1554 9163
4178 52573 1579 9463
4179 23406 1808 9445
4180 7400 47 8526
4181 38807 1073 4115
4182 38807 817 5301
4183 0 0 0
4184 23406 1587 2525
4185 52573 488 7562
4186 52573 1024 2482
4187 0 0 0
4188 38807 379 3816
4189 38807 957 8431
4190 52573 227 7003
4191 23406 1571 4192
4192 23406 1572 9609
4193 52573 1554 1594
4194 52573 1605 106
4195 23406 560 4196
4196 23406 561 4197
4197 23406 562 4198
4198 23406 563 4199
4199 23406 564 7217
4200 38807 698 2046
4201 23406 1837 6558
4202 52573 870 732
4203 23406 463 4204
4204 23406 464 4205
4205 23406 465 354
4206 38807 1338 4866
4207 23406 1727 9297
4208 52573 817 1488
4209 52573 1429 1050
4210 23406 442 4211
4211 23406 443 9627
4212 52573 510 8924
4213 0 0 0
4214 38807 1260 8557
4215 52573 1592 7542
4216 38807 18 3358
4217 23406 1478 4218
4218 23406 1479 7807
4219 38807 354 4548
4220 52573 370 1294
4221 0 0 0
4222 38807 1384 1219
4223 38807 1068 3125
4224 23406 1980 4021
4225 7400 92 7483
4226 52573 391 1157
4227 38807 1348 6853
4228 23406 1346 4229
4229 23406 1347 8032
4230 52573 174 496
4231 0 0 0
4232 38807 190 7124
4233 0 0 0
4234 52573 1300 4594
4235 23406 1058 4236
4236 23406 1059 4237
4237 23406 1060 6656
4238 38807 656 4340
4239 52573 1418 8672
4240 28799 1 4241
4241 28799 2 4242
4242 28799 3 4243
4243 28799 4 4244
4244 28799 5 4245
4245 28799 6 4246
4246 28799 7 4247
4247 28799 8 4248
4248 28799 9 4249
4249 28799 10 2204
4250 7400 15 299
4251 38807 75 9402
4252 52573 1643 2343
4253 23406 1706 4254
4254 23406 1707 2063
4255 35852 1800 4256
4256 35852 1801 4257
4257 35852 1802 4258
4258 35852 1803 4259
4259 35852 1804 2698
4260 7400 120 8368
4261 23406 1483 4262
4262 23406 1484 4012
4263 52573 1454 8822
4264 38807 1398 9097
4265 38807 222 2070
4266 23406 1437 4267
4267 23406 1438 2827
4268 52573 735 514
4269 0 0 0
4270 7400 34 9566
4271 0 0 0
4272 52573 1377 1014
4273 23406 1891 8696
4274 52573 933 5193
4275 0 0 0
4276 52573 421 7130
4277 38807 771 9492
4278 23406 1855 6931
4279 23406 801 4280
4280 23406 802 4755
4281 38807 515 7606
4282 23406 1445 4283
4283 23406 1446 3860
4284 38807 1139 4820
4285 23406 1849 1101
4286 52573 306 3033
4287 52573 1287 6130
4288 38807 918 9884
4289 38807 970 9028
4290 35852 1761 4291
4291 35852 1762 4292
4292 35852 1763 4293
4293 35852 1764 4294
4294 35852 1765 4295
4295 35852 1766 8492
4296 52573 509 4212
4297 38807 1098 348
4298 52573 839 520
4299 0 0 0
4300 38807 932 7692
4301 0 0 0
4302 52573 673 3938
4303 23406 812 4304
4304 23406 813 6863
4305 35852 1527 4306
4306 35852 1528 4307
4307 35852 1529 4308
4308 35852 1530 4309
4309 35852 1531 2538
4310 52573 1081 8716
4311 0 0 0
4312 52573 138 6772
4313 23406 1964 9173
4314 52573 440 2826
4315 23406 1630 4316
4316 23406 1631 7432
4317 38807 873 6170
4318 38807 363 6685
4319 23406 1388 4320
4320 23406 1389 8753
4321 38807 1087 6413
4322 23406 2075 2767
4323 52573 1118 9512
4324 52573 962 9817
4325 23406 1574 4326
4326 23406 1575 6375
4327 52573 494 2203
4328 38807 883 4954
4329 38807 246 64
4330 23406 1733 8998
4331 38807 269 1041
4332 35852 1049 4333
4333 35852 1050 4334
4334 35852 1051 4335
4335 35852 1052 4336
4336 35852 1053 4337
4337 35852 1054 4338
4338 35852 1055 1762
4339 52573 1290 6341
4340 38807 657 3886
4341 23406 2035 9731
4342 52573 1743 8356
4343 52573 701 4586
4344 52573 1696 6185
4345 0 0 0
4346 52573 1253 7493
4347 23406 1914 4113
4348 23406 1564 3653
4349 38807 1209 8578
4350 23406 1500 4351
4351 23406 1501 2742
4352 35852 621 4353
4353 35852 622 4354
4354 35852 623 4355
4355 35852 624 4356
4356 35852 625 4357
4357 35852 626 4358
4358 35852 627 4359
4359 35852 628 4360
4360 35852 629 4361
4361 35852 630 186
4362 52573 1079 6694
4363 23406 2023 8651
4364 38807 165 3684
4365 38807 390 4088
4366 35852 902 4367
4367 35852 903 4368
4368 35852 904 4369
4369 35852 905 4370
4370 35852 906 4371
4371 35852 907 3776
4372 52573 1499 5158
4373 0 0 0
4374 38807 140 7293
4375 52573 1003 6846
4376 38807 1157 3637
4377 0 0 0
4378 52573 783 9198
4379 38807 605 901
4380 52573 1678 6167
4381 38807 1327 558
4382 38807 559 7092
4383 0 0 0
4384 38807 1030 2551
4385 0 0 0
4386 7400 81 4638
4387 0 0 0
4388 38807 225 1808
4389 38807 232 1270
4390 38807 397 3942
4391 0 0 0
4392 52573 523 3580
4393 0 0 0
4394 38807 1371 7666
4395 0 0 0
4396 44000 42 1180
4397 38807 432 3911
4398 52573 286 5274
4399 0 0 0
4400 7400 135 7500
4401 0 0 0
4402 38807 82 6070
4403 0 0 0
4404 23406 1071 4405
4405 23406 1072 2614
4406 52573 1387 2040
4407 52573 252 8996
4408 38807 1463 4484
4409 23406 1830 3517
4410 52573 296 2598
4411 0 0 0
4412 23406 585 4413
4413 23406 586 9404
4414 52573 1807 7768
4415 0 0 0
4416 38807 1160 551
4417 23406 1866 7717
4418 52573 431 4447
4419 0 0 0
4420 52573 1195 2957
4421 23406 1308 9062
4422 52573 424 2630
4423 23406 2078 3249
4424 35852 1066 4425
4425 35852 1067 4426
4426 35852 1068 4427
4427 35852 1069 4428
4428 35852 1070 4429
4429 35852 1071 4430
4430 35852 1072 4431
4431 35852 1073 6072
4432 35852 30 4433
4433 35852 31 4434
4434 35852 32 4435
4435 35852 33 4436
4436 35852 34 4437
4437 35852 35 4438
4438 35852 36 4439
4439 35852 37 4440
4440 35852 38 4441
4441 35852 39 4442
4442 35852 40 4443
4443 35852 41 4444
4444 35852 42 4445
4445 35852 43 4446
4446 35852 44 5056
4447 52573 432 8554
4448 0 0 0
4449 38807 289 1773
4450 23406 1491 4451
4451 23406 1492 9727
4452 44000 49 2043
4453 0 0 0
4454 28799 96 4455
4455 28799 97 4456
4456 28799 98 4457
4457 28799 99 4458
4458 28799 100 4459
4459 28799 101 3072
4460 52573 1062 2124
4461 0 0 0
4462 38807 117 8835
4463 0 0 0
4464 23406 1372 4465
4465 23406 1373 9525
4466 38807 513 8935
4467 52573 1209 9394
4468 52573 537 4680
4469 52573 807 7162
4470 52573 401 6512
4471 0 0 0
4472 52573 1104 5004
4473 23406 1625 4474
4474 23406 1626 1384
4475 52573 1393 6652
4476 38807 1197 116
4477 23406 1787 2291
4478 52573 71 880
4479 23406 2002 82
4480 38807 635 7721
4481 23406 1679 6379
4482 52573 1328 7419
4483 23406 1548 3160
4484 38807 1464 8961
4485 52573 229 4066
4486 38807 1120 1935
4487 0 0 0
4488 52573 147 3210
4489 0 0 0
4490 52573 517 1102
4491 0 0 0
4492 52573 1543 7270
4493 0 0 0
4494 38807 553 726
4495 44000 41 4396
4496 52573 762 7684
4497 0 0 0
4498 38807 985 7004
4499 23406 2034 4341
4500 52573 602 8460
4501 0 0 0
4502 38807 450 2222
4503 0 0 0
4504 38807 71 144
4505 23406 1638 4506
4506 23406 1639 8555
4507 23406 828 4508
4508 23406 829 4509
4509 23406 830 5199
4510 52573 1461 3314
4511 35852 315 4512
4512 35852 316 4513
4513 35852 317 4514
4514 35852 318 4515
4515 35852 319 4516
4516 35852 320 4517
4517 35852 321 4518
4518 35852 322 4519
4519 35852 323 4520
4520 35852 324 4557
4521 52573 222 2862
4522 23406 1323 4523
4523 23406 1324 5218
4524 38807 460 3568
4525 7400 126 1069
4526 28799 140 4527
4527 28799 141 4528
4528 28799 142 4529
4529 28799 143 4530
4530 28799 144 4531
4531 28799 145 4767
4532 52573 1356 1019
4533 0 0 0
4534 52573 1061 4460
4535 23406 1770 7633
4536 38807 383 7195
4537 38807 1457 3728
4538 38807 999 3106
4539 23406 2051 839
4540 52573 16 6494
4541 23406 2050 4539
4542 52573 75 1793
4543 0 0 0
4544 52573 142 6858
4545 0 0 0
4546 23406 994 4547
4547 23406 995 9201
4548 38807 355 788
4549 52573 1763 1694
4550 38807 87 9632
4551 38807 619 9716
4552 23406 859 4553
4553 23406 860 8632
4554 52573 281 4016
4555 0 0 0
4556 52573 858 245
4557 35852 325 4558
4558 35852 326 4559
4559 35852 327 4560
4560 35852 328 4561
4561 35852 329 4562
4562 35852 330 4563
4563 35852 331 4564
4564 35852 332 4565
4565 35852 333 4566
4566 35852 334 4567
4567 35852 335 9364
4568 52573 1621 9237
4569 38807 1395 2461
4570 23406 23 4571
4571 23406 24 4572
4572 23406 25 4573
4573 23406 26 9275
4574 52573 1186 1940
4575 23406 1749 1300
4576 38807 566 5125
4577 38807 57 8058
4578 23406 693 4579
4579 23406 694 6987
4580 38807 604 4379
4581 38807 885 5101
4582 23406 1700 4583
4583 23406 1701 1171
4584 52573 877 4920
4585 0 0 0
4586 52573 702 4690
4587 23406 2027 1637
4588 23406 428 4589
4589 23406 429 4590
4590 23406 430 4591
4591 23406 431 4046
4592 52573 750 1040
4593 0 0 0
4594 52573 1301 2530
4595 0 0 0
4596 52573 1789 8540
4597 52573 1374 7637
4598 7400 60 1536
4599 0 0 0
4600 23406 268 4601
4601 23406 269 6774
4602 35852 363 4603
4603 35852 364 4604
4604 35852 365 4605
4605 35852 366 4606
4606 35852 367 4607
4607 35852 368 482
4608 52573 745 7534
4609 0 0 0
4610 52573 748 6338
4611 0 0 0
4612 23406 440 4613
4613 23406 441 4210
4614 52573 1556 4760
4615 0 0 0
4616 38807 1391 5217
4617 0 0 0
4618 38807 928 6482
4619 0 0 0
4620 52573 1458 2706
4621 23406 1350 4622
4622 23406 1351 5147
4623 38807 253 6716
4624 52573 58 8344
4625 0 0 0
4626 23406 754 4627
4627 23406 755 4628
4628 23406 756 6364
4629 38807 953 4155
4630 23406 1910 2961
4631 38807 651 4055
4632 23406 1595 9115
4633 38807 281 3774
4634 52573 815 7412
4635 23406 1488 254
4636 52573 1577 6367
4637 0 0 0
4638 7400 82 7533
4639 0 0 0
4640 38807 1170 1276
4641 0 0 0
4642 38807 77 6155
4643 23406 1154 4644
4644 23406 1155 4645
4645 23406 1156 3584
4646 52573 492 332
4647 23406 1951 9187
4648 38807 790 31
4649 52573 1714 4093
4650 52573 575 394
4651 23406 1940 1865
4652 38807 365 2680
4653 23406 760 4654
4654 23406 761 4655
4655 23406 762 4656
4656 23406 763 7564
4657 38807 310 2636
4658 38807 1234 9014
4659 0 0 0
4660 52573 1504 7783
4661 0 0 0
4662 52573 906 2914
4663 0 0 0
4664 7400 39 2406
4665 0 0 0
4666 52573 897 2078
4667 52573 691 3726
4668 23406 373 4669
4669 23406 374 4670
4670 23406 375 5080
4671 52573 157 1034
4672 38807 1431 7925
4673 38807 305 5292
4674 0 0 0
4675 38807 1359 2820
4676 23406 1233 2408
4677 52573 1379 7297
4678 23406 1342 4679
4679 23406 1343 5270
4680 52573 538 2981
4681 0 0 0
4682 23406 352 4683
4683 23406 353 4684
4684 23406 354 4685
4685 23406 355 6820
4686 52573 1022 1003
4687 38807 1005 7864
4688 52573 1244 5122
4689 0 0 0
4690 52573 703 372
4691 52573 205 2387
4692 23406 1081 4693
4693 23406 1082 539
4694 28799 124 4695
4695 28799 125 4696
4696 28799 126 4697
4697 28799 127 4698
4698 28799 128 4699
4699 28799 129 4700
4700 28799 130 4701
4701 28799 131 1852
4702 7400 125 4525
4703 23406 1846 4715
4704 35852 1575 4705
4705 35852 1576 4706
4706 35852 1577 4707
4707 35852 1578 4708
4708 35852 1579 4709
4709 35852 1580 4710
4710 35852 1581 4711
4711 35852 1582 4712
4712 35852 1583 8999
4713 52573 1276 9636
4714 52573 643 6978
4715 23406 1847 2225
4716 52573 1793 9406
4717 52573 1001 1265
4718 7400 2 2950
4719 23406 2055 5289
4720 7400 146 9612
4721 38807 1179 9026
4722 38807 809 7834
4723 0 0 0
4724 38807 33 3846
4725 23406 1641 9945
4726 35852 1613 4727
4727 35852 1614 4728
4728 35852 1615 4729
4729 35852 1616 4730
4730 35852 1617 4731
4731 35852 1618 4732
4732 35852 1619 4733
4733 35852 1620 664
4734 52573 132 9325
4735 52573 1346 9765
4736 23406 841 4737
4737 23406 842 9264
4738 38807 982 770
4739 23406 1780 6767
4740 52573 1170 548
4741 23406 1768 4742
4742 23406 1769 4535
4743 54119 269 4744
4744 54119 270 4745
4745 54119 271 4746
4746 54119 272 4747
4747 54119 273 4748
4748 54119 274 4749
4749 54119 275 4750
4750 54119 276 4751
4751 54119 277 4752
4752 54119 278 4753
4753 54119 279 1665
4754 52573 1000 4717
4755 23406 803 4756
4756 23406 804 4757
4757 23406 805 9693
4758 38807 691 2693
4759 44000 31 522
4760 52573 1557 778
4761 23406 1236 4762
4762 23406 1237 4763
4763 23406 1238 5224
4764 52573 1565 1420
4765 52573 720 7921
4766 0 0 0
4767 28799 146 4768
4768 28799 147 4769
4769 28799 148 4770
4770 28799 149 4771
4771 28799 150 4772
4772 28799 151 2348
4773 52573 854 1258
4774 38807 1123 8509
4775 0 0 0
4776 28799 114 4777
4777 28799 115 4778
4778 28799 116 4779
4779 28799 117 4780
4780 28799 118 4781
4781 28799 119 9750
4782 52573 302 1950
4783 23406 2069 923
4784 52573 903 7326
4785 52573 1350 6982
4786 38807 639 6791
4787 0 0 0
4788 38807 417 4868
4789 0 0 0
4790 52573 1320 7528
4791 0 0 0
4792 23406 41 4793
4793 23406 42 3478
4794 38807 102 7624
4795 35852 1102 4796
4796 35852 1103 4797
4797 35852 1104 4798
4798 35852 1105 4799
4799 35852 1106 4800
4800 35852 1107 4801
4801 35852 1108 4802
4802 35852 1109 4803
4803 35852 1110 9785
4804 52573 1498 4372
4805 0 0 0
4806 38807 948 1938
4807 7400 43 234
4808 35852 797 4809
4809 35852 798 4810
4810 35852 799 4811
4811 35852 800 4812
4812 35852 801 4813
4813 35852 802 6828
4814 52573 820 256
4815 0 0 0
4816 7400 148 4082
4817 0 0 0
4818 52573 27 4928
4819 0 0 0
4820 38807 1140 9839
4821 0 0 0
4822 35852 919 4823
4823 35852 920 4824
4824 35852 921 4825
4825 35852 922 4826
4826 35852 923 4827
4827 35852 924 4828
4828 35852 925 4829
4829 35852 926 4830
4830 35852 927 9614
4831 52573 613 7514
4832 35852 1060 4833
4833 35852 1061 4834
4834 35852 1062 4835
4835 35852 1063 4836
4836 35852 1064 4837
4837 35852 1065 4424
4838 52573 607 6488
4839 0 0 0
4840 52573 12 6849
4841 0 0 0
4842 38807 12 653
4843 0 0 0
4844 38807 492 6844
4845 0 0 0
4846 38807 979 9319
4847 38807 323 2364
4848 52573 1383 3858
4849 23406 1905 4850
4850 23406 1906 6297
4851 35852 848 4852
4852 35852 849 4853
4853 35852 850 4854
4854 35852 851 4855
4855 35852 852 4856
4856 35852 853 4857
4857 35852 854 4858
4858 35852 855 7968
4859 52573 809 3188
4860 38807 1085 6778
4861 38807 1361 9870
4862 38807 317 9672
4863 0 0 0
4864 52573 446 238
4865 23406 2042 1527
4866 38807 1339 2557
4867 23406 1714 9425
4868 38807 418 2002
4869 54119 376 4870
4870 54119 377 4871
4871 54119 378 4872
4872 54119 379 4873
4873 54119 380 4874
4874 54119 381 4875
4875 54119 382 4876
4876 54119 383 4877
4877 54119 384 4878
4878 54119 385 4879
4879 54119 386 4880
4880 54119 387 4881
4881 54119 388 4882
4882 54119 389 4883
4883 54119 390 4884
4884 54119 391 4885
4885 54119 392 4886
4886 54119 393 4887
4887 54119 394 4888
4888 54119 395 4889
4889 54119 396 4890
4890 54119 397 4891
4891 54119 398 4892
4892 54119 399 4893
4893 54119 400 9892
