50000 1000
14571 6302 18 14572
14572 6302 19 14573
14573 6302 20 37317
14574 8444 1 19181
14575 47346 13 14576
14576 47346 14 14577
14577 47346 15 14578
14578 47346 16 14579
14579 47346 17 1249
14580 11991 29 20782
14581 49472 35 41395
14582 8335 20 14583
14583 8335 21 14584
14584 8335 22 14585
14585 8335 23 14586
14586 8335 24 24108
14587 34643 21 45683
14588 15941 45 14589
14589 15941 46 14590
14590 15941 47 14591
14591 15941 48 46700
14592 62410 25 11794
14593 0 0 0
14594 14541 6 28456
14595 52853 40 12796
14596 11219 21 14597
14597 11219 22 29927
14598 2963 40 14599
14599 2963 41 14600
14600 2963 42 14601
14601 2963 43 14602
14602 2963 44 14603
14603 2963 45 14604
14604 2963 46 1
14605 2572 87 4624
14606 27465 37 14607
14607 27465 38 12238
14608 46483 79 14609
14609 46483 80 14610
14610 46483 81 14611
14611 46483 82 14612
14612 46483 83 14613
14613 46483 84 14614
14614 46483 85 14615
14615 46483 86 14616
14616 46483 87 1
14617 64158 64 27297
14618 7354 37 4625
14619 10026 30 5648
14620 18153 34 14621
14621 18153 35 14622
14622 18153 36 14623
14623 18153 37 31927
14624 52291 42 27124
14625 37157 6 34374
14626 11774 11 3630
14627 0 0 0
14628 28306 5 14987
14629 43917 36 8898
14630 6483 1 1
14631 0 0 0
14632 32167 28 14057
14633 0 0 0
14634 34404 26 39539
14635 21316 16 27301
14636 7089 25 28026
14637 29693 45 14638
14638 29693 46 30928
14639 15961 1 35864
14640 9442 66 24486
14641 32136 12 43272
14642 9442 14 8282
14643 32779 7 38960
14644 53849 11 17775
14645 0 0 0
14646 4739 94 43386
14647 29443 63 47911
14648 50580 21 21917
14649 11611 15 14653
14650 16190 43 43859
14651 0 0 0
14652 50422 20 33064
14653 11611 16 3619
14654 31093 4 22422
14655 0 0 0
14656 43197 21 14657
14657 43197 22 14658
14658 43197 23 9074
14659 57892 39 14660
14660 57892 40 14661
14661 57892 41 14662
14662 57892 42 14663
14663 57892 43 14664
14664 57892 44 14665
14665 57892 45 14666
14666 57892 46 14667
14667 57892 47 14668
14668 57892 48 14669
14669 57892 49 14670
14670 57892 50 14671
14671 57892 51 14672
14672 57892 52 14673
14673 57892 53 14674
14674 57892 54 14675
14675 57892 55 1
14676 0 0 0
14677 31093 15 31148
14678 27842 31 4113
14679 62155 58 12347
14680 7616 7 49021
14681 0 0 0
14682 24767 14 14683
14683 24767 15 14684
14684 24767 16 14685
14685 24767 17 14686
14686 24767 18 14687
14687 24767 19 14688
14688 24767 20 14689
14689 24767 21 14690
14690 24767 22 14691
14691 24767 23 14692
14692 24767 24 14693
14693 24767 25 14694
14694 24767 26 14695
14695 24767 27 14696
14696 24767 28 8248
14697 34404 55 39818
14698 44092 15 14699
14699 44092 16 14700
14700 44092 17 14701
14701 44092 18 14702
14702 44092 19 17617
14703 7282 54 42208
14704 31692 26 24040
14705 7245 32 22718
14706 60516 78 14707
14707 60516 79 10300
14708 19292 13 22433
14709 26767 9 41623
14710 11514 16 9959
14711 42579 68 1
14712 39532 24 37057
14713 16436 45 32228
14714 35780 4 42003
14715 4739 57 37682
14716 46653 55 14717
14717 46653 56 14718
14718 46653 57 14719
14719 46653 58 14720
14720 46653 59 14721
14721 46653 60 14722
14722 46653 61 14723
14723 46653 62 14724
14724 46653 63 14725
14725 46653 64 2849
14726 6414 24 35417
14727 34380 15 27225
14728 55153 16 29701
14729 0 0 0
14730 45054 59 14731
14731 45054 60 14732
14732 45054 61 14733
14733 45054 62 14734
14734 45054 63 14735
14735 45054 64 14736
14736 45054 65 14737
14737 45054 66 14738
14738 45054 67 14739
14739 45054 68 9750
14740 31093 40 17406
14741 43635 58 11220
14742 11774 4 6854
14743 0 0 0
14744 23714 11 6980
14745 34380 12 35921
14746 4944 30 18583
14747 23959 2 1810
14748 23442 68 9728
14749 25865 1 14750
14750 25865 2 14751
14751 25865 3 14752
14752 25865 4 14753
14753 25865 5 14754
14754 25865 6 14755
14755 25865 7 10495
14756 56498 40 10130
14757 16578 5 42561
14758 48071 64 12835
14759 0 0 0
14760 42483 1 14761
14761 42483 2 14762
14762 42483 3 14763
14763 42483 4 14764
14764 42483 5 14765
14765 42483 6 14766
14766 42483 7 14767
14767 42483 8 14768
14768 42483 9 14769
14769 42483 10 14770
14770 42483 11 14771
14771 42483 12 14772
14772 42483 13 14773
14773 42483 14 14774
14774 42483 15 14775
14775 42483 16 14776
14776 42483 17 14777
14777 42483 18 14778
14778 42483 19 14779
14779 42483 20 14780
14780 42483 21 14781
14781 42483 22 14782
14782 42483 23 14783
14783 42483 24 14784
14784 42483 25 14785
14785 42483 26 14786
14786 42483 27 14787
14787 42483 28 14788
14788 42483 29 14789
14789 42483 30 14790
14790 42483 31 14791
14791 42483 32 14792
14792 42483 33 14793
14793 42483 34 14794
14794 42483 35 14795
14795 42483 36 14796
14796 42483 37 14797
14797 42483 38 14798
14798 42483 39 14799
14799 42483 40 14800
14800 42483 41 14801
14801 42483 42 14802
14802 42483 43 14803
14803 42483 44 14804
14804 42483 45 14805
14805 42483 46 14806
14806 42483 47 14807
14807 42483 48 14808
14808 42483 49 14809
14809 42483 50 14810
14810 42483 51 14811
14811 42483 52 1
14812 14971 17 41813
14813 32737 26 41337
14814 12628 23 29328
14815 0 0 0
14816 14843 46 18923
14817 62155 6 38899
14818 11739 11 27274
14819 43994 43 43947
14820 7616 47 46371
14821 62155 8 1299
14822 1663 21 9904
14823 2825 39 19834
14824 28621 15 555
14825 0 0 0
14826 43662 14 5172
14827 0 0 0
14828 2895 52 11379
14829 51186 53 15849
14830 14971 4 40619
14831 23472 28 45398
14832 49472 15 17293
14833 37149 37 30905
14834 19984 28 10302
14835 35374 29 34172
14836 31253 60 14837
14837 31253 61 14838
14838 31253 62 14839
14839 31253 63 1
14840 6044 25 49182
14841 32776 12 24326
14842 16228 1 14843
14843 16228 2 14844
14844 16228 3 14845
14845 16228 4 14846
14846 16228 5 14847
14847 16228 6 14848
14848 16228 7 14849
14849 16228 8 14850
14850 16228 9 14851
14851 16228 10 14852
14852 16228 11 14853
14853 16228 12 14854
14854 16228 13 14855
14855 16228 14 14856
14856 16228 15 14857
14857 16228 16 14858
14858 16228 17 14859
14859 16228 18 14860
14860 16228 19 14861
14861 16228 20 14862
14862 16228 21 14863
14863 16228 22 42658
14864 23959 23 28234
14865 6856 57 14866
14866 6856 58 14867
14867 6856 59 3561
14868 36838 24 48905
14869 36265 11 49485
14870 4866 6 14871
14871 4866 7 14872
14872 4866 8 14873
14873 4866 9 14874
14874 4866 10 14875
14875 4866 11 14876
14876 4866 12 14877
14877 4866 13 12088
14878 56498 12 2620
14879 0 0 0
14880 27842 26 47296
14881 28621 48 49634
14882 39532 71 38702
14883 50580 6 43201
14884 3789 3 28043
14885 1466 68 43913
14886 37964 1 14887
14887 37964 2 14888
14888 37964 3 14889
14889 37964 4 14890
14890 37964 5 14891
14891 37964 6 14892
14892 37964 7 14893
14893 37964 8 14894
14894 37964 9 14895
14895 37964 10 14896
14896 37964 11 14897
14897 37964 12 14898
14898 37964 13 14899
14899 37964 14 1
14900 21727 26 34130
14901 60516 83 14902
14902 60516 84 32510
14903 52640 85 19965
14904 46854 25 14905
14905 46854 26 14906
14906 46854 27 14907
14907 46854 28 14908
14908 46854 29 14909
14909 46854 30 14910
14910 46854 31 14911
14911 46854 32 14912
14912 46854 33 5283
14913 58362 13 36255
14914 51186 46 13457
14915 0 0 0
14916 52291 49 29064
14917 50941 28 29305
14918 63523 26 18230
14919 0 0 0
14920 58338 11 36584
14921 50271 72 37557
14922 61056 42 14923
14923 61056 43 14924
14924 61056 44 14925
14925 61056 45 493
14926 37988 48 47118
14927 0 0 0
14928 28285 46 20292
14929 21873 15 27810
14930 40445 27 23695
14931 3122 26 5461
14932 7245 31 14705
14933 52089 3 38631
14934 52265 1 14935
14935 52265 2 14936
14936 52265 3 1
14937 42643 52 38931
14938 37149 41 2549
14939 38209 9 14940
14940 38209 10 14941
14941 38209 11 14942
14942 38209 12 1
14943 4228 41 39639
14944 10482 1 12014
14945 62155 36 10561
14946 19877 82 27743
14947 48210 42 22492
14948 31001 4 12394
14949 43635 28 38541
14950 58937 57 41456
14951 0 0 0
14952 45739 42 45037
14953 33428 4 4232
14954 26286 63 34670
14955 0 0 0
14956 6320 16 14957
14957 6320 17 27
14958 9442 65 14640
14959 45739 38 40917
14960 61504 43 14961
14961 61504 44 14962
14962 61504 45 14963
14963 61504 46 14964
14964 61504 47 14965
14965 61504 48 7079
14966 21098 8 8401
14967 46814 55 42479
14968 7354 77 38151
14969 31320 1 14970
14970 31320 2 14971
14971 31320 3 8145
14972 59258 74 8854
14973 28285 74 37550
14974 6414 39 24308
14975 23472 19 24945
14976 15941 60 14977
14977 15941 61 14978
14978 15941 62 14979
14979 15941 63 14980
14980 15941 64 14981
14981 15941 65 49641
14982 58688 21 11993
14983 49304 46 27359
14984 49735 23 17227
14985 398 60 24023
14986 42195 1 38363
14987 28306 6 41137
14988 50173 54 14989
14989 50173 55 14990
14990 50173 56 14991
14991 50173 57 44714
14992 15400 86 25818
14993 5684 59 40983
14994 32614 94 14995
14995 32614 95 45987
14996 25393 73 12028
14997 50915 62 35405
14998 58937 9 49373
14999 9535 79 11530
15000 43056 15 22169
15001 53190 32 13097
15002 29220 61 15003
15003 29220 62 15004
15004 29220 63 15005
15005 29220 64 15006
15006 29220 65 15007
15007 29220 66 15008
15008 29220 67 15009
15009 29220 68 15010
15010 29220 69 1
15011 0 0 0
15012 5799 37 15013
15013 5799 38 15014
15014 5799 39 15015
15015 5799 40 4252
15016 30771 76 15017
15017 30771 77 15018
15018 30771 78 15019
15019 30771 79 15020
15020 30771 80 15021
15021 30771 81 15022
15022 30771 82 1
15023 21316 69 43205
15024 64800 15 42442
15025 14173 11 49155
15026 10196 15 41194
15027 7354 29 18261
15028 1592 29 15029
15029 1592 30 34068
15030 58362 69 18092
15031 0 0 0
15032 62434 5 23882
15033 35510 34 12803
15034 2825 27 48540
15035 56147 75 37590
15036 12121 12 5865
15037 0 0 0
15038 7870 66 30889
15039 38620 2 7891
15040 4132 42 544
15041 0 0 0
15042 38826 60 38339
15043 0 0 0
15044 50784 17 44993
15045 39288 75 29250
15046 62996 11 44622
15047 2572 15 2311
15048 30699 48 4244
15049 0 0 0
15050 19970 17 46003
15051 16436 9 49910
15052 2572 57 26276
15053 19001 6 937
15054 4139 11 32692
15055 36629 43 45497
15056 14843 39 10166
15057 28751 4 33934
15058 62410 46 37346
15059 53190 65 26433
15060 17115 80 15061
15061 17115 81 15062
15062 17115 82 1
15063 0 0 0
15064 17556 5 32764
15065 0 0 0
15066 3363 5 1
15067 49353 46 27223
15068 31093 12 49477
15069 46814 39 1667
15070 21043 7 15071
15071 21043 8 15072
15072 21043 9 15073
15073 21043 10 15074
15074 21043 11 15075
15075 21043 12 15076
15076 21043 13 15077
15077 21043 14 1
15078 17871 40 22708
15079 38839 6 37684
15080 4023 22 36650
15081 7193 10 24335
15082 32093 76 27650
15083 4504 45 43758
15084 56147 83 46533
15085 6044 89 10657
15086 52640 17 37925
15087 8436 21 25751
15088 40850 43 9256
15089 48769 10 35071
15090 533 15 39454
15091 0 0 0
15092 10382 19 9038
15093 14181 85 33633
15094 2825 68 41711
15095 49472 24 4992
15096 32116 49 16076
15097 36629 38 10134
15098 15692 14 26432
15099 28860 14 48043
15100 32093 26 14530
15101 53190 18 11361
15102 7347 43 40772
15103 0 0 0
15104 5684 27 29398
15105 63215 42 43925
15106 28590 34 15107
15107 28590 35 15108
15108 28590 36 15109
15109 28590 37 15110
15110 28590 38 15111
15111 28590 39 15112
15112 28590 40 15113
15113 28590 41 15114
15114 28590 42 15115
15115 28590 43 15116
15116 28590 44 27264
15117 21727 13 33420
15118 28621 40 1022
15119 20006 7 15120
15120 20006 8 15121
15121 20006 9 15122
15122 20006 10 15123
15123 20006 11 15124
15124 20006 12 15125
15125 20006 13 13088
15126 32116 63 11152
15127 10482 29 40839
15128 61576 52 15129
15129 61576 53 15130
15130 61576 54 15131
15131 61576 55 15132
15132 61576 56 15133
15133 61576 57 15134
15134 61576 58 15135
15135 61576 59 15136
15136 61576 60 15137
15137 61576 61 15138
15138 61576 62 15139
15139 61576 63 33980
15140 7184 29 38745
15141 37727 75 2091
15142 52267 5 15143
15143 52267 6 16738
15144 8444 41 37470
15145 26960 84 28877
15146 7956 11 11368
15147 35414 57 28248
15148 25338 28 15149
15149 25338 29 15150
15150 25338 30 15151
15151 25338 31 12320
15152 32093 47 49158
15153 62933 6 15154
15154 62933 7 44979
15155 52978 68 15848
15156 53041 6 49624
15157 0 0 0
15158 59763 11 37650
15159 50840 29 15160
15160 50840 30 15161
15161 50840 31 15162
15162 50840 32 15163
15163 50840 33 15164
15164 50840 34 15165
15165 50840 35 15166
15166 50840 36 15167
15167 50840 37 22446
15168 56728 35 40607
15169 52640 89 34540
15170 28993 1 36982
15171 0 0 0
15172 15135 45 15173
15173 15135 46 2509
15174 47346 21 15175
15175 47346 22 15176
15176 47346 23 15177
15177 47346 24 20859
15178 62377 2 26112
15179 64383 15 34945
15180 19651 15 5328
15181 11991 32 47754
15182 2458 53 15183
15183 2458 54 15184
15184 2458 55 32266
15185 33210 4 22314
15186 50915 83 1
15187 42643 67 45325
15188 15400 55 41508
15189 62410 71 38010
15190 46471 72 17298
15191 64699 2 13087
15192 42195 18 7108
15193 58362 56 17652
15194 7549 38 15195
15195 7549 39 15196
15196 7549 40 43764
15197 29001 57 32567
15198 11219 27 46393
15199 29876 16 32768
15200 39595 17 16284
15201 0 0 0
15202 52975 49 15203
15203 52975 50 15204
15204 52975 51 15205
15205 52975 52 15206
15206 52975 53 15207
15207 52975 54 46913
15208 46552 3 33666
15209 9535 21 26047
15210 48071 27 34193
15211 0 0 0
15212 59556 36 43175
15213 58937 60 42594
15214 27842 42 43274
15215 6430 69 43684
15216 64892 33 17211
15217 0 0 0
15218 48956 5 40042
15219 34739 51 46841
15220 61735 49 23354
15221 0 0 0
15222 31692 31 28815
15223 56147 2 9935
15224 49080 36 30803
15225 39878 78 2677
15226 48210 6 44812
15227 59258 41 36838
15228 29482 13 43956
15229 48845 64 15230
15230 48845 65 18144
15231 35819 36 15232
15232 35819 37 15233
15233 35819 38 49912
15234 53041 15 1122
15235 48210 1 19667
15236 56616 64 15237
15237 56616 65 4530
15238 16885 36 35350
15239 25057 6 42580
15240 17871 57 19584
15241 14366 19 29455
15242 2182 62 562
15243 37149 61 11371
15244 40599 10 36836
15245 2182 39 40068
15246 29170 26 7025
15247 37921 69 16789
15248 25393 15 538
15249 0 0 0
15250 60285 9 29488
15251 39453 55 31973
15252 56096 14 19575
15253 25057 27 33101
15254 0 0 0
15255 16190 17 28416
15256 45415 4 16804
15257 0 0 0
15258 18472 41 15259
15259 18472 42 15260
15260 18472 43 15261
15261 18472 44 7503
15262 58362 38 43063
15263 0 0 0
15264 37727 28 23591
15265 43652 31 40695
15266 2103 28 17697
15267 37638 32 15268
15268 37638 33 15269
15269 37638 34 32328
15270 16571 1 33274
15271 19702 42 11244
15272 52978 19 13700
15273 0 0 0
15274 32116 22 22186
15275 0 0 0
15276 28993 19 6099
15277 64800 92 32944
15278 52853 23 7386
15279 7193 6 46187
15280 20626 15 7212
15281 60672 29 38524
15282 19626 28 15283
15283 19626 29 15284
15284 19626 30 15285
15285 19626 31 15286
15286 19626 32 15287
15287 19626 33 15288
15288 19626 34 15289
15289 19626 35 15290
15290 19626 36 15291
15291 19626 37 40596
15292 25251 11 37306
15293 2412 12 42359
15294 15692 3 44848
15295 36790 34 12505
15296 25008 40 43156
15297 9910 27 31514
15298 8436 58 558
15299 35510 13 36685
15300 7870 13 12956
15301 0 0 0
15302 20626 82 46860
15303 285 1 15304
15304 285 2 15305
15305 285 3 15306
15306 285 4 32271
15307 48144 33 15308
15308 48144 34 15309
15309 48144 35 15310
15310 48144 36 15311
15311 48144 37 15312
15312 48144 38 15313
15313 48144 39 15314
15314 48144 40 15315
15315 48144 41 15316
15316 48144 42 15317
15317 48144 43 15318
15318 48144 44 15319
15319 48144 45 14027
15320 55153 6 11400
15321 5634 10 15322
15322 5634 11 15323
15323 5634 12 30037
15324 32828 13 19844
15325 15074 37 15326
15326 15074 38 44056
15327 32776 36 34119
15328 39532 52 48742
15329 44920 32 6771
15330 34404 28 42252
15331 0 0 0
15332 15531 48 11508
15333 11611 49 14128
15334 29443 4 11632
15335 3413 7 42494
15336 34673 91 28687
15337 45739 11 13475
15338 21098 49 42504
15339 60051 27 38625
15340 25637 26 15341
15341 25637 27 15342
15342 25637 28 15343
15343 25637 29 11861
15344 60672 19 294
15345 14366 36 49111
15346 999 23 11083
15347 12628 9 40290
15348 7026 25 5599
15349 58338 32 39634
15350 441 34 15351
15351 441 35 15352
15352 441 36 15353
15353 441 37 15354
15354 441 38 15355
15355 441 39 15356
15356 441 40 15357
15357 441 41 15358
15358 441 42 15359
15359 441 43 15360
15360 441 44 15361
15361 441 45 15362
15362 441 46 15363
15363 441 47 15364
15364 441 48 15365
15365 441 49 15366
15366 441 50 15367
15367 441 51 15368
15368 441 52 15369
15369 441 53 15370
15370 441 54 15371
15371 441 55 27485
15372 12978 25 11178
15373 11988 70 15374
15374 11988 71 15375
15375 11988 72 15376
15376 11988 73 15377
15377 11988 74 15378
15378 11988 75 38425
15379 23714 10 14744
15380 30764 43 8735
15381 46606 6 28916
15382 50173 25 15383
15383 50173 26 15384
15384 50173 27 15385
15385 50173 28 47174
15386 47573 36 3864
15387 7354 27 11959
15388 52114 43 15389
15389 52114 44 15390
15390 52114 45 15391
15391 52114 46 15392
15392 52114 47 11902
15393 53849 15 38601
15394 31093 63 11980
15395 36629 26 30825
15396 49353 67 25710
15397 0 0 0
15398 24731 15 15399
15399 24731 16 42688
15400 4023 28 1229
15401 43994 48 26101
15402 6430 34 16328
15403 11608 17 37839
15404 27968 60 34720
15405 7354 1 17649
15406 30882 85 15407
15407 30882 86 15408
15408 30882 87 1
15409 49472 85 36876
15410 42341 8 28936
15411 0 0 0
15412 9442 38 17372
15413 26767 8 14709
15414 42356 45 12184
15415 0 0 0
15416 50784 16 15044
15417 53190 43 21897
15418 10196 10 29470
15419 63798 9 9045
15420 62006 35 15421
15421 62006 36 15422
15422 62006 37 15423
15423 62006 38 15424
15424 62006 39 15425
15425 62006 40 41886
15426 63858 29 15427
15427 63858 30 15428
15428 63858 31 15429
15429 63858 32 15430
15430 63858 33 15431
15431 63858 34 15432
15432 63858 35 15433
15433 63858 36 15434
15434 63858 37 15435
15435 63858 38 15436
15436 63858 39 15437
15437 63858 40 15438
15438 63858 41 15439
15439 63858 42 15440
15440 63858 43 15441
15441 63858 44 15442
15442 63858 45 15443
15443 63858 46 15444
15444 63858 47 15445
15445 63858 48 15446
15446 63858 49 15447
15447 63858 50 15448
15448 63858 51 15449
15449 63858 52 15450
15450 63858 53 15451
15451 63858 54 15452
15452 63858 55 15453
15453 63858 56 15454
15454 63858 57 15455
15455 63858 58 15456
15456 63858 59 15457
15457 63858 60 15458
15458 63858 61 15459
15459 63858 62 15460
15460 63858 63 15461
15461 63858 64 15462
15462 63858 65 15463
15463 63858 66 15464
15464 63858 67 15465
15465 63858 68 15466
15466 63858 69 15467
15467 63858 70 15468
15468 63858 71 15469
15469 63858 72 15470
15470 63858 73 15471
15471 63858 74 15472
15472 63858 75 15473
15473 63858 76 15474
15474 63858 77 15475
15475 63858 78 1
15476 64961 32 14026
15477 0 0 0
15478 20786 25 33077
15479 21098 10 12212
15480 45228 13 29152
15481 0 0 0
15482 11365 44 36553
15483 7354 82 48312
15484 51186 12 40850
15485 52291 25 44166
15486 63523 38 41385
15487 65447 65 15488
15488 65447 66 15489
15489 65447 67 18270
15490 20626 86 18868
15491 38839 19 26391
15492 25441 25 12224
15493 6313 1 15494
15494 6313 2 15495
15495 6313 3 15496
15496 6313 4 15497
15497 6313 5 15498
15498 6313 6 15499
15499 6313 7 15500
15500 6313 8 15501
15501 6313 9 15502
15502 6313 10 15503
15503 6313 11 15504
15504 6313 12 3998
15505 58937 56 14950
15506 2182 32 40574
15507 52291 7 8771
15508 5684 33 3289
15509 16190 48 34539
15510 24731 72 15511
15511 24731 73 23238
15512 38826 30 6803
15513 26523 4 45588
15514 37557 3 41297
15515 15941 53 15516
15516 15941 54 15517
15517 15941 55 46268
15518 28621 17 4719
15519 56498 31 12584
15520 40850 61 43062
15521 19292 30 36566
15522 8444 9 34133
15523 46751 23 33999
15524 7347 7 30906
15525 53347 10 30009
15526 7386 1 1766
15527 32093 85 6691
15528 2572 60 9342
15529 0 0 0
15530 42356 27 40640
15531 29170 25 15246
